한글,영어,일어
찬이온화 진공계,cold cathode ionization gauge, 冷陰極電離眞空計
찬음극관,cold cathode tube, 冷陰極放電管
"냉방출, 찬 내쏘기",cold emission,冷陰極放出
찬 거르개,cold filter, 冷フィルタ?
"냉접점, 찬 접합",cold junction, 冷接點
찬 중성자,cold neutron, 冷中性子
찬 플라스마,cold plasma, 冷たいプラズマ
찬 덫,cold trap, コ?ルドトラップ
냉연,cold working, 冷間加工
"냉중탕, 찬 중탕",cold-bath,
"냉음극방출, 찬 음극내쏘기",cold-cathode emission,冷陰極放出
콜-콜 원호 법칙,Cole-Cole circular arc law, コ?ル·コ?ルの円弧則
코울만 정리,Coleman theorem, コ?ルマンの定理
집단 각운동량,collective angular momentum,集?角運動量
집단행동,collective behavior,集?行動
집단 자리표,collective coordinate, 集團座標
집단효과 가속기,collective effect accelerator, 集團 ?果加速器
집단들뜸,collective excitation, 集團勵起
집단방식,collective mode,
집단모형,collective model, 集團模型
집단운동,collective motion, 集團運動
집단핵모형,collective nuclear model,
집단돌기운동,collective rotational motion, 集團回轉運動
집단떨기,collective vibration, 集團振動
"모으개, 콜렉터",collector, コレクタ?
"모으개 전극, 콜렉터 전극",collector electrode,コレクタ?電極
모으개손실,collector loss, コレクタ?損
모으개 고리,collector ring,コレクタ?リング
부딪치개,collider, 衝突型加速器
살다발충돌 실험,colliding beam experiment, 衡突ビ?ム實驗
충돌 살다발,colliding-beam, 衝突ビ?ム
충돌형가속기,colliding-beam accelerator, 衝突型加速器
"시준, 조준, 줄맞춤, 집속",collimating,コリメ?チング
"시준렌즈, 조준렌즈, 줄맞춤렌즈",collimating lens,コリメ?チングレンズ
"시준, 조준, 줄맞춤",collimation,コリメ?ション
"시준기, 조준기, 줄맞추개",collimator, コリメ?タ?
"충돌, 부딪침",collision, 衝 突
충돌 넓어지기,collision broadening, 衝突[による幅の]廣がり
충돌 캐스케이드,collision cascade, 衝突カスケ?ド
"충돌빈도, 부딪침빈도",collision frequency, 衝突周波數
"충돌과정, 부딪침과정",collision process,衝突過程
충돌율,collision rate, 衝突頻度
충돌 세기,collision strength, 衝突强度
"충돌시간, 부딪침시간",collision time,衝突時間
"충돌불변량, 부딪침불변량",collisional invariant,
충돌-방사 재결합,collisional-radiative recombination, 衝突-放射再結合
부딪침자름넓이,collision-cross section,
"부딪힘에 의한 빛산란, 부딪힘에 의한 빛흩뜨림",collision-induced light scattering,
"교질, 클로이드",colloid, コロイド
"콜로이드 알갱이, 클로이드 입자",colloidal particle,コロイド粒子
콜로이드 용액,colloidal solution,コロイド溶液
"빛깔, 색",color, 色
"빛깔중심, 색중심",color center, 色中心
빛깔중심 레이저,color center laser, 色中心レ?ザ?
색짐,color charge,
"빛깔표, 색표",color chart, 色 票
색전환 거르개,color conversion filter, 色溫度變換フィルタ?
색깔 자유도,color degree of freedom, 色の自由度
색힘,color force,
색홀로그램,color hologram, カラ?ホログラム
"빛깔지수, 색지수",color index,
"색섞음, 색혼합",color mixing, 混 色
천연색 사진법,color photography,カラ???
색 양자수,color quantum number,
빛깔반응,color reaction, 呈色反應
"감색성, 색감도",color sensitivity, (l)色感度 (2)感色性
색충격,color stimultus, 色刺激
"빛깔온도, 색온도",color temperature, 色溫度
"색조, 색깔",color tone, 色 調
"빛깔삼각형, 색삼각형",color triangle,色三角形
색깔대칭 공간군,colored-symmetry space group,色
색도계,colorimeter, 比色計
색측정비교법,colorimetric method, 比色法
"빛깔측정, 색측정",colorimetry, 測 色
착색,coloring, 着 色
콜피츠 떨개,Colpitts oscillator, コルピッツ發振器
"기둥, 열",column,柱
열 어림셈,column approximation, コラム近似
세로줄 벡터,column vector,柱ベクタ?
코마,coma, コマ收差
"결합, 조합",combination,結合
결합 결함,combination defect, 組合せ缺損
결합차,combination difference, 組合せ差
"결합렌즈, 조합렌즈",combination lens,結合レンズ
결합원리,combination principle,結合原理
결합 관계,combination relation, 組合せ關係
결합음,combination tone, 結合音
복합과학,combined science,
합성변형력,combined stress, 組合せ應力
"연소, 태우기",combustion, 燃 燒
"살별, 혜성",comet, すい星
"이맞는, 이맞음",commensurate,整合
이맞는 살다발 상,commensurate flux phase,
이맞음 반사,commensurate reflection, 整合反射
이맞음 구조,commensurate structure, 整合構造
이맞음-엇맞음 전이,commensurate-incommensurate transition(s),
"상용대수, 상용로그",common logarithm,
공통베이스흐름길,common-base circuit, 共通ベ?ス回路
공통모으개흐름길,common-collector circuit, 共通コレクタ?回路
공동드레인 흐름길,common-drain circuit, 共通ドレイン回路
공통내쏘개흐름길,common-emitter circuit, 共通エミッタ?回路
공통샘 흐름길,common-source circuit, 共通ソ?ス回路
연통관,communicating vessel,
"교환관계, 맞바꿈관계",commutation relation, 交換關係
"교환법칙, 맞바꿈법칙",commutative law,交換法則
"교환자, 맞바꾸개, 정류자",commutator, (1)整流豫 (2)交換子
"교환자괄호, 맞바꾸개묶음표",commutator bracket,交換子括弧
정류자전동기,commutator motor,
"맞바꿈 역학변수, 가환역학변수",commuting dynamical variables,可換力???
"가환행렬, 맞바꿈행렬",commuting matrices,可換行列
"가환(가)관측량, 맞바꿈 관측량",commuting observables,
"가환연산자, 맞바꿈연산자",commuting operators,可換演算子
"작힌 무리, 작힌 군",compact group, コンパクト群
아담한 또아리,compact torus, コンパクトト?ラス
"작히기, 작히다",compactify,
동무별,companion, 伴 星
"동무별, 동반성",companion star,
비교현미경,comparator, (1)コンパレ?タ? (2)比較回路
비교 빛띠,comparison spectrum, 比較スペクトル
간막이,compartmentation,
"나침반, 콤파스",compass,コンパス
자석바늘,compass-needle,
양립성,compatibility, (1)適合條件 (2)相溶性
보상도선,compensating lead wire, 補償導線
보정판,compensating plate,
보정법,compensation method, 補償法
불순물의 보정,compensation of impurities, 不純物補償
보정 온도,compensation temperature, 補償溫度
보정정리,compensation theorem, 補償の定理
보정기,compensator, (1)補償板【光】(2)補償器【電氣】
여집합,complement,
상보성,complementarity, 相補性
상보성원리,complementarity principle,相補性原理
여각,complementary angle,
상보흐름길,complementary circuit, 相補回路
"보색광, 보색빛",complementary light,
상보량,complementary quantity,
상보변수,complementary variable,
완전실험,complete experiment, 完全實驗
완전직교계,complete orthogonal system,
완전직교맞춤계,complete orthonormal system, 完全正規直交系
완전집합,complete set,
완전 계,complete system, 完全系
완전 쏠림빛,completely polarized light, 完全偏光
완전성,completeness, 完備性
복소 어드미턴스,complex admittance, 複素アドミタンス
"복소떨기너비, 복소진폭",complex amplitude, 複素振幅
복합 중심,complex center, 複合中心
"복소공액, 복소켤레",complex conjugate,
복소전류,complex current, 複素電流
복소결맞음도,complex degree of coherence, 複素コヒ?レンス度
복소유전상수,complex dielectric constant, 複素誘電率
복합 유전체,complex dielectrics, 複合誘電體
복합 흐름체,complex fluid,複素流れ
복소 함수,complex function, 複素關數
복소 임피던스,complex impedance, 複素インピ?ダンス
복소 꺾임율,complex index of refraction, 複素屈折率
복소내부 퍼텐셜,complex inner potential, 複素內部ポテンシャル
복합체 이온,complex ion, 錯イオン
복소 자기 감수율,complex magnetic susceptibility, 複素磁化率
복소 탄성률,complex modulus, 複素彈性率
복소수,complex number, 複素數
복소평면,complex plane, 複素平面
복소 퍼텐셜,complex potential, 復素ポテンシャル
복소 일률,complex power, 複素電力
복소수표시,complex representation, 複素數表示
복합음,complex sound, 複合音
복소 음속도,complex sound velocity, 複素音速度
복합 빛띠,complex spectrum,
복잡계,complex system,
복소변수,complex variable,複素??
복소 속도,complex velocity, 複素速度
복소 속도퍼텐셜,complex velocity potential, 複素速度ポテンシャル
복소 속쓸림,complex viscosity, 複素粘性率
복소 전압,complex voltage, 複素電壓
복소 파동수,complex wave number, 複素波數
복잡성,complexity,
컴플라이언스,compliance, コンプライアンス
컴플라이언스 곁수,compliance coefficient,コンプライアンス係?
성분,component, 成 分
성분힘,component force,成分力
힘의 성분,component of force, 分 力 / 力の成分
벡터의 성분,component of vector,ベクトルの成分
성분벡터,component vector,成分ベクトル
성분속도,component velocity,成分速度
복합 케이블,composite cable, 複合ケ?ブル
복합 페르미온,composite fermion,
합성함수,composite function,
복합 물질,composite material, 複合材料
복합 알갱이,composite particle, 複合粒子
합성음,composite tone,
합성떨기,composite vibration, 合成振動
"조성, 합성, 합침",composition,
힘의 합성,composition of forces, 力の合成
벡터의 합성,composition of vector,ベクトルの合成
구성 윤곽,composition profile,
화합물탄성홑뜨림,compound elastic scattering, 複合核彈性散亂
화합물 살창,compound lattice, 複合格子
"겹빛, 복합광",compound light,複合光
"겹핵, 복합핵",compound nucleus, 複合核
"겹도르래, 복합 도르래",compound pulley,
화합물반도체,compound semiconductor, 化合物半導體
"겹핵형성, 복합핵형성",compound-nucleus formation,複合核形成
압축공기,compressed air,?縮空?
압축기체,compressed gas,
"압축률, 압축성",compressibility, 壓縮率
압축률 인자,compressibility factor, 壓縮因子
압축성 유체,compressible fluid, 壓縮性流體
압축,compression, (1)壓 縮 (2)密【波 の】
압축비,compression ratio, 壓縮比
압축 강도,compression strength, 壓縮强さ
압축변형,compression stress, 壓縮應力
압축파동,compression wave, 壓縮波 (疎密波)
압축공기펌프,compressor, 壓縮機
컴프턴 효과,Compton effect, コンプトン ?果
컴프턴 전기재개,Compton electrometer, コンプトン象限電位計
컴프턴 전자,Compton electron,
"컴프턴 산란, 컴프턴 흩뜨림",Compton scattering, コンプトン散亂
"컴프턴 파길이, 컴프턴 파장",Compton wave length,
컴프턴 파장,Compton wavelength, コンプトン波長
컴프턴 얻음 효과,Compton-Getting effect, コンプトン·ゲティング ?果
콤프톤-라만 흩뜨림,Compton-Raman scattering, コンプトン·ラマン散亂
계산 가능성,computability, 計算可能性
계산의 복잡성,computational complexity, 計算量
계산 오차,computational error, 計算誤差
"셈틀, 전산기, 컴퓨터, 전자계산기컴퓨터",computer,コンピュ?タ?
전산기 제어,computer control, 計算機制御
셈틀 실험,computer experiment, 計算機實驗
전산기 제작 홀로그램,computer generated hologram, 計算機ホログラム
"셈틀 시늉내기실험, 컴퓨터 시늉실험",computer simulated experiment,コンピュ?タ?シムレ?ション
컴퓨터 시늉 분자동역학,computer simulational molecular dynamics,
컴퓨터단층촬영,computerrized tomography, (CT) 計算機斷層撮影法
오목(한),concave,凹面
오목 에돌이발,concave diffraction grating, 凹面回折格子
아래로 오목,concave down,
오목에돌이발,concave grating, 凹面格子
오목렌즈,concave lens, 凹レンズ
오목거울,concave mirror, 凹面鏡
위로 오목,concave up,
오목-볼록 렌즈,concave-convex lens,凸凹レンズ
"농도, 농축",concentration,濃度
공심광학계,concentric optical system,共心光?系
협화음,concord,
응집체,condensate, 凝縮體
"서림, 응집, 응축",condensation, (1)凝 結 (2)凝 縮
서림곁수,condensation coefficient, 凝縮係數
서림곡선,condensation curve,凝縮曲線
"서림핵, 응축핵",condensation nucleus, 凝結核
서림점,condensation point,凝縮点
서림확율,condensation probability, 凝縮確率
응집막,condensed film, 凝縮膜
응집물질,condensed matter,凝縮物
응집물질물리학,condensed matter physics, 物性物理學
"응집상, 응축상",condensed phase,
"냉각기, 축전기, 빛모으개",condenser, (1) 集光器 (2) 凝縮器
빛모음렌즈,condenser lens, 集光レンズ
조건,condition, 條 件
콘돈 포물선,Condon parabola, コンドン放物線
"전도도, 콘덕턴스",conductance, コングクタンス
